date,nav
17-10-2025,130.62300
16-10-2025,130.14000
15-10-2025,129.00500
14-10-2025,128.15300
13-10-2025,128.64500
10-10-2025,129.01100
09-10-2025,128.57900
08-10-2025,127.88300
07-10-2025,128.26500
06-10-2025,128.06500
03-10-2025,127.29200
01-10-2025,126.97500
30-09-2025,125.96600
26-09-2025,126.00100
25-09-2025,127.42000
24-09-2025,128.17000
23-09-2025,128.90800
22-09-2025,129.14500
19-09-2025,129.90700
18-09-2025,130.26500
17-09-2025,129.67400
16-09-2025,129.32300
15-09-2025,128.57600
12-09-2025,128.63500
11-09-2025,128.18800
10-09-2025,127.95700
09-09-2025,127.41400
08-09-2025,126.91900
05-09-2025,126.72600
04-09-2025,126.79800
03-09-2025,126.99700
02-09-2025,126.28500
01-09-2025,126.40400
29-08-2025,125.23500
28-08-2025,125.68400
26-08-2025,126.93900
25-08-2025,128.04400
22-08-2025,127.48600
21-08-2025,128.33500
20-08-2025,128.22100
19-08-2025,127.58500
18-08-2025,126.81800
14-08-2025,125.76800
13-08-2025,125.69600
12-08-2025,125.02900
11-08-2025,125.26100
08-08-2025,124.10300
07-08-2025,125.41800
06-08-2025,125.20700
05-08-2025,125.74400
04-08-2025,126.14800
01-08-2025,125.36000
31-07-2025,126.53900
30-07-2025,127.06500
29-07-2025,126.62900
28-07-2025,125.94600
25-07-2025,126.63700
24-07-2025,127.77800
23-07-2025,128.62000
22-07-2025,127.84300
21-07-2025,127.86200
18-07-2025,127.16300
17-07-2025,127.90200
16-07-2025,128.20200
15-07-2025,127.91700
14-07-2025,127.29400
11-07-2025,127.36900
10-07-2025,128.23700
09-07-2025,128.64000
08-07-2025,128.76400
07-07-2025,128.56500
04-07-2025,128.43300
03-07-2025,128.09300
02-07-2025,128.35400
01-07-2025,128.54200
30-06-2025,128.49100
27-06-2025,128.81800
26-06-2025,128.28200
25-06-2025,126.96800
24-06-2025,126.09800
23-06-2025,125.43300
20-06-2025,125.92900
19-06-2025,124.50500
18-06-2025,125.05200
17-06-2025,125.21500
16-06-2025,125.71100
13-06-2025,124.65500
12-06-2025,125.52200
11-06-2025,127.04200
10-06-2025,126.96400
09-06-2025,126.94500
06-06-2025,126.25400
05-06-2025,125.02600
04-06-2025,124.46900
03-06-2025,124.06100
02-06-2025,124.76400
30-05-2025,124.70000
29-05-2025,125.04600
28-05-2025,124.48600
27-05-2025,124.72800
26-05-2025,125.40400
23-05-2025,124.72600
22-05-2025,123.60000
21-05-2025,124.44700
20-05-2025,123.66500
19-05-2025,125.04000
16-05-2025,125.28200
15-05-2025,124.99900
14-05-2025,123.39000
13-05-2025,122.68900
12-05-2025,124.22700
09-05-2025,119.68600
08-05-2025,120.59200
07-05-2025,121.65400
06-05-2025,121.20200
05-05-2025,122.11600
02-05-2025,121.38200
30-04-2025,121.30700
29-04-2025,121.27300
28-04-2025,121.33500
25-04-2025,120.09700
24-04-2025,121.48500
23-04-2025,121.97100
22-04-2025,121.17000
21-04-2025,120.99500
17-04-2025,119.55300
16-04-2025,117.69100
15-04-2025,116.89100
11-04-2025,114.19200
09-04-2025,112.33200
08-04-2025,112.97400
07-04-2025,111.12900
04-04-2025,114.56300
03-04-2025,116.56900
02-04-2025,117.01700
01-04-2025,115.98700
31-03-2025,117.60600
28-03-2025,117.61200
27-03-2025,118.04100
26-03-2025,117.43100
25-03-2025,118.22100
24-03-2025,118.52800
21-03-2025,117.07900
20-03-2025,116.12300
19-03-2025,114.98900
18-03-2025,114.21800
17-03-2025,112.11600
13-03-2025,111.37200
12-03-2025,111.94100
11-03-2025,112.26400
10-03-2025,112.24900
07-03-2025,112.94400
06-03-2025,113.18800
05-03-2025,112.03400
04-03-2025,110.46600
03-03-2025,110.39200
28-02-2025,110.22800
27-02-2025,112.38000
25-02-2025,112.57700
24-02-2025,112.67300
21-02-2025,114.07100
20-02-2025,114.47500
19-02-2025,114.36900
18-02-2025,113.98500
17-02-2025,114.06500
14-02-2025,114.03800
13-02-2025,115.08000
12-02-2025,115.14200
11-02-2025,115.12900
10-02-2025,117.00200
07-02-2025,118.15500
06-02-2025,118.36600
05-02-2025,118.80300
04-02-2025,118.70300
03-02-2025,116.77500
31-01-2025,117.19800
30-01-2025,115.93700
29-01-2025,115.72700
28-01-2025,114.57500
27-01-2025,114.01200
24-01-2025,115.65700
23-01-2025,116.50800
22-01-2025,115.97000
21-01-2025,115.79700
20-01-2025,117.70900
17-01-2025,117.09900
16-01-2025,117.67700
15-01-2025,116.66800
14-01-2025,116.23600
13-01-2025,115.28100
10-01-2025,117.61900
09-01-2025,118.56200
08-01-2025,119.38500
07-01-2025,119.82600
06-01-2025,119.39400
03-01-2025,121.46700
02-01-2025,122.09700
01-01-2025,120.29800
31-12-2024,119.86500
30-12-2024,119.93300
27-12-2024,120.57900
26-12-2024,120.47100
24-12-2024,120.37500
23-12-2024,120.46900
20-12-2024,120.01100
19-12-2024,121.97600
18-12-2024,123.16100
17-12-2024,124.12200
16-12-2024,125.62100
13-12-2024,125.72100
12-12-2024,124.98900
11-12-2024,125.48300
10-12-2024,125.45300
09-12-2024,125.18800
06-12-2024,125.38200
05-12-2024,125.27900
04-12-2024,124.18400
03-12-2024,123.72300
02-12-2024,122.64900
29-11-2024,121.99700
28-11-2024,121.23000
27-11-2024,122.44300
26-11-2024,121.92700
25-11-2024,121.80800
22-11-2024,120.19300
21-11-2024,117.82200
19-11-2024,118.68600
18-11-2024,118.24900
14-11-2024,118.65300
13-11-2024,118.40500
12-11-2024,120.25300
11-11-2024,121.55100
08-11-2024,121.61100
07-11-2024,122.20400
06-11-2024,123.04100
05-11-2024,121.35700
04-11-2024,120.26000
31-10-2024,121.08500
30-10-2024,121.61900
29-10-2024,122.09600
28-10-2024,121.30400
25-10-2024,120.64800
24-10-2024,122.04500
23-10-2024,122.09300
22-10-2024,121.77100
21-10-2024,123.75100
18-10-2024,124.26200
17-10-2024,123.82500
16-10-2024,125.03900
15-10-2024,125.49900
14-10-2024,125.66100
11-10-2024,125.06200
10-10-2024,125.34400
09-10-2024,125.44000
08-10-2024,125.17400
07-10-2024,123.91600
04-10-2024,125.41700
03-10-2024,126.63300
01-10-2024,129.24200
30-09-2024,129.11200
27-09-2024,130.63200
26-09-2024,130.99700
25-09-2024,130.17000
24-09-2024,130.04500
23-09-2024,130.19700
20-09-2024,129.42500
19-09-2024,127.74700
18-09-2024,127.71500
17-09-2024,127.87200
16-09-2024,127.80100
13-09-2024,127.53200
12-09-2024,127.56400
11-09-2024,125.50000
10-09-2024,126.01800
09-09-2024,125.31700
06-09-2024,124.84700
05-09-2024,126.33800
04-09-2024,126.10900
03-09-2024,126.30000
02-09-2024,126.15100
30-08-2024,125.89700
29-08-2024,125.25700
28-08-2024,125.04500
27-08-2024,125.02000
26-08-2024,124.53400
23-08-2024,123.73900
22-08-2024,123.81900
21-08-2024,123.47600
20-08-2024,123.02500
19-08-2024,122.47400
16-08-2024,122.32500
14-08-2024,120.37600
13-08-2024,120.09600
12-08-2024,121.34500
09-08-2024,121.16700
08-08-2024,120.27600
07-08-2024,121.16500
06-08-2024,119.32300
05-08-2024,119.75400
02-08-2024,123.13600
01-08-2024,124.12200
31-07-2024,124.17200
30-07-2024,123.63200
29-07-2024,123.39300
26-07-2024,123.33300
25-07-2024,121.26100
24-07-2024,121.48800
23-07-2024,121.47500
22-07-2024,121.73700
19-07-2024,121.81200
18-07-2024,122.97500
16-07-2024,122.30900
15-07-2024,122.32100
12-07-2024,121.81600
11-07-2024,121.08700
10-07-2024,120.96200
09-07-2024,121.38800
08-07-2024,120.87800
05-07-2024,120.68400
04-07-2024,120.29800
03-07-2024,120.21200
02-07-2024,119.25800
01-07-2024,119.43600
28-06-2024,118.41800
27-06-2024,118.80900
26-06-2024,118.19100
25-06-2024,117.56900
24-06-2024,116.63600
21-06-2024,116.45000
20-06-2024,116.61300
19-06-2024,116.18900
18-06-2024,116.23200
14-06-2024,115.57900
13-06-2024,115.07800
12-06-2024,114.71200
11-06-2024,114.27900
10-06-2024,114.26800
07-06-2024,114.16700
06-06-2024,112.15300
05-06-2024,110.83700
04-06-2024,107.14500
03-06-2024,113.45400
31-05-2024,110.33500
30-05-2024,110.15300
29-05-2024,110.89900
28-05-2024,111.76000
27-05-2024,112.06800
24-05-2024,112.07700
23-05-2024,112.04600
22-05-2024,110.60300
21-05-2024,110.23600
17-05-2024,109.95800
16-05-2024,109.39700
15-05-2024,108.42900
14-05-2024,108.31500
13-05-2024,107.72800
10-05-2024,107.56100
09-05-2024,107.00000
08-05-2024,108.46000
07-05-2024,108.46800
06-05-2024,109.06400
03-05-2024,109.17000
02-05-2024,109.98300
30-04-2024,109.96900
29-04-2024,110.17900
26-04-2024,109.24800
25-04-2024,109.75300
24-04-2024,109.19400
23-04-2024,108.91300
22-04-2024,108.48500
19-04-2024,107.45900
18-04-2024,106.80200
16-04-2024,107.22800
15-04-2024,107.69800
12-04-2024,109.08700
10-04-2024,110.01400
09-04-2024,109.40800
08-04-2024,109.44300
05-04-2024,108.64000
04-04-2024,108.41500
03-04-2024,108.16000
02-04-2024,108.03300
01-04-2024,108.16600
31-03-2024,107.33800
28-03-2024,107.34200
27-03-2024,106.49500
26-03-2024,106.02200
22-03-2024,106.32600
21-03-2024,105.97700
20-03-2024,105.03600
19-03-2024,104.96200
18-03-2024,105.82400
15-03-2024,105.57400
14-03-2024,106.04500
13-03-2024,105.21700
12-03-2024,106.88800
11-03-2024,107.10300
07-03-2024,107.86100
06-03-2024,107.81800
05-03-2024,107.51700
04-03-2024,107.81300
01-03-2024,107.58100
29-02-2024,106.17800
28-02-2024,105.88200
27-02-2024,106.78200
26-02-2024,106.53700
23-02-2024,106.89100
22-02-2024,106.87400
21-02-2024,106.35500
20-02-2024,106.86500
19-02-2024,106.37600
16-02-2024,105.87400
15-02-2024,105.23700
14-02-2024,105.08400
13-02-2024,104.60500
12-02-2024,103.79300
09-02-2024,104.79000
08-02-2024,104.51100
07-02-2024,105.52300
06-02-2024,105.46800
05-02-2024,104.59200
02-02-2024,105.44300
01-02-2024,105.45400
31-01-2024,105.69500
30-01-2024,104.58500
29-01-2024,105.26600
25-01-2024,103.83000
24-01-2024,104.32500
23-01-2024,103.46100
19-01-2024,105.19100
18-01-2024,104.26700
17-01-2024,104.70800
16-01-2024,106.75500
15-01-2024,107.13400
12-01-2024,106.24700
11-01-2024,105.18100
10-01-2024,104.85500
09-01-2024,104.61100
08-01-2024,104.42400
05-01-2024,105.47500
04-01-2024,105.08300
03-01-2024,104.40600
02-01-2024,104.87000
01-01-2024,105.30200
29-12-2023,105.32800
28-12-2023,105.44300
27-12-2023,105.13900
26-12-2023,104.16800
22-12-2023,103.93100
21-12-2023,103.40200
20-12-2023,102.73600
19-12-2023,104.36300
18-12-2023,104.24300
15-12-2023,104.34500
14-12-2023,103.40600
13-12-2023,102.15600
12-12-2023,102.10200
11-12-2023,102.83700
08-12-2023,102.72400
07-12-2023,102.40700
06-12-2023,102.70200
05-12-2023,102.54900
04-12-2023,101.98400
01-12-2023,100.06800
30-11-2023,99.35700
29-11-2023,98.96700
28-11-2023,98.00000
24-11-2023,97.78400
23-11-2023,97.85700
22-11-2023,97.81000
21-11-2023,97.67000
20-11-2023,97.18800
17-11-2023,97.23100
16-11-2023,97.41700
15-11-2023,97.14200
13-11-2023,95.89400
10-11-2023,95.89800
09-11-2023,95.65600
08-11-2023,95.99900
07-11-2023,95.91700
06-11-2023,95.74500
03-11-2023,94.91300
02-11-2023,94.31100
01-11-2023,93.49100
31-10-2023,93.98800
30-10-2023,94.36500
27-10-2023,94.09400
26-10-2023,92.98200
25-10-2023,93.86700
23-10-2023,94.54500
20-10-2023,96.03900
19-10-2023,96.58000
18-10-2023,96.94800
17-10-2023,97.69200
16-10-2023,97.34300
13-10-2023,97.33900
12-10-2023,97.78500
11-10-2023,97.83900
10-10-2023,97.29500
09-10-2023,96.35400
06-10-2023,97.18500
05-10-2023,96.85000
04-10-2023,96.26700
03-10-2023,96.90100
29-09-2023,97.24000
27-09-2023,97.29900
26-09-2023,96.87700
25-09-2023,96.97700
22-09-2023,97.17600
21-09-2023,97.54200
20-09-2023,98.39100
18-09-2023,99.51900
15-09-2023,100.01700
14-09-2023,99.43800
13-09-2023,99.18700
12-09-2023,98.88300
11-09-2023,99.35400
08-09-2023,98.54600
07-09-2023,97.98800
06-09-2023,97.42800
05-09-2023,97.28900
04-09-2023,96.99900
01-09-2023,96.54300
31-08-2023,95.73100
30-08-2023,95.91100
29-08-2023,95.67400
28-08-2023,95.66200
25-08-2023,95.40700
24-08-2023,96.04500
23-08-2023,96.18000
22-08-2023,95.73100
21-08-2023,95.51100
18-08-2023,95.12500
17-08-2023,95.38600
16-08-2023,95.60900
14-08-2023,95.60100
11-08-2023,95.75300
10-08-2023,96.21100
09-08-2023,96.74400
08-08-2023,96.57400
07-08-2023,96.39800
04-08-2023,95.93600
03-08-2023,95.04900
02-08-2023,95.56700
01-08-2023,96.59200
31-07-2023,96.47800
28-07-2023,95.85800
27-07-2023,95.96300
26-07-2023,96.27000
25-07-2023,95.78900
24-07-2023,95.64900
21-07-2023,96.00900
20-07-2023,97.08900
19-07-2023,96.46700
18-07-2023,96.03500
17-07-2023,95.81200
14-07-2023,95.10200
13-07-2023,94.17800
12-07-2023,94.08600
11-07-2023,94.19300
10-07-2023,93.71200
07-07-2023,93.60700
06-07-2023,94.35500
05-07-2023,93.98300
04-07-2023,94.01800
03-07-2023,94.12400
30-06-2023,93.77000
28-06-2023,92.78500
27-06-2023,92.08100
26-06-2023,91.39000
23-06-2023,91.28800
22-06-2023,91.90500
21-06-2023,92.22400
20-06-2023,92.07300
19-06-2023,91.74800
16-06-2023,92.01200
15-06-2023,91.25000
14-06-2023,91.50000
13-06-2023,91.44500
12-06-2023,90.88100
09-06-2023,90.66300
08-06-2023,90.92300
07-06-2023,91.21300
06-06-2023,90.60100
05-06-2023,90.70500
02-06-2023,90.29800
01-06-2023,89.92100
31-05-2023,90.07900
30-05-2023,90.30700
29-05-2023,90.22100
26-05-2023,89.78000
25-05-2023,88.95200
24-05-2023,88.85100
23-05-2023,89.08200
22-05-2023,88.94500
19-05-2023,88.70500
18-05-2023,88.41900
17-05-2023,88.66900
16-05-2023,89.07300
15-05-2023,89.36100
12-05-2023,88.87600
11-05-2023,88.76400
10-05-2023,88.78900
09-05-2023,88.48800
08-05-2023,88.50900
05-05-2023,87.67900
04-05-2023,88.35700
03-05-2023,87.49900
02-05-2023,87.76200
28-04-2023,87.33400
27-04-2023,86.60700
26-04-2023,86.15500
25-04-2023,85.93400
24-04-2023,85.89600
21-04-2023,85.49000
20-04-2023,85.68700
19-04-2023,85.63900
18-04-2023,85.80000
17-04-2023,85.77400
13-04-2023,86.42800
12-04-2023,86.38000
11-04-2023,85.96300
10-04-2023,85.68100
06-04-2023,85.66300
05-04-2023,85.50000
03-04-2023,84.81500
31-03-2023,84.47400
29-03-2023,83.08800
28-03-2023,82.52200
27-03-2023,82.78700
24-03-2023,82.73800
23-03-2023,83.34400
22-03-2023,83.69100
21-03-2023,83.41200
20-03-2023,82.69300
17-03-2023,83.29900
16-03-2023,82.85700
15-03-2023,82.78000
14-03-2023,83.21800
13-03-2023,83.51800
10-03-2023,84.95000
09-03-2023,85.78700
08-03-2023,86.45900
06-03-2023,86.36600
03-03-2023,85.83700
02-03-2023,84.66800
01-03-2023,85.25700
28-02-2023,84.57800
27-02-2023,84.97100
24-02-2023,85.25900
23-02-2023,85.44500
22-02-2023,85.69500
21-02-2023,86.81700
20-02-2023,86.78600
17-02-2023,87.08600
16-02-2023,87.56900
15-02-2023,87.54700
14-02-2023,87.15900
13-02-2023,86.69900
10-02-2023,87.17600
09-02-2023,87.33200
08-02-2023,87.26200
07-02-2023,86.47800
06-02-2023,86.72000
03-02-2023,86.96600
02-02-2023,86.07300
01-02-2023,85.79800
31-01-2023,85.95000
30-01-2023,85.67300
27-01-2023,85.46200
25-01-2023,86.92800
24-01-2023,88.14800
23-01-2023,88.05800
20-01-2023,87.64000
19-01-2023,88.03300
18-01-2023,88.18800
17-01-2023,87.63700
16-01-2023,87.20500
13-01-2023,87.64500
12-01-2023,87.22700
11-01-2023,87.49600
10-01-2023,87.52300
09-01-2023,88.33400
06-01-2023,87.36300
05-01-2023,87.94200
04-01-2023,87.96300
03-01-2023,88.75300
02-01-2023,88.53800
30-12-2022,88.03100
29-12-2022,88.44200
28-12-2022,87.97000
27-12-2022,88.00500
26-12-2022,87.51400
23-12-2022,86.18600
22-12-2022,87.98900
21-12-2022,88.33600
20-12-2022,89.33000
19-12-2022,89.52900
16-12-2022,89.02100
15-12-2022,89.68900
14-12-2022,90.76600
13-12-2022,90.47600
12-12-2022,90.11000
09-12-2022,90.09200
08-12-2022,90.64800
07-12-2022,90.29500
06-12-2022,90.55900
05-12-2022,91.09800
02-12-2022,91.11500
01-12-2022,91.44500
30-11-2022,91.03300
29-11-2022,90.54200
28-11-2022,90.21000
25-11-2022,89.90800
24-11-2022,89.63200
23-11-2022,88.63100
22-11-2022,88.54000
21-11-2022,88.31000
18-11-2022,88.79700
17-11-2022,89.04200
16-11-2022,89.38000
15-11-2022,89.39700
14-11-2022,88.95300
11-11-2022,89.00400
10-11-2022,87.64200
09-11-2022,88.28600
07-11-2022,88.54500
04-11-2022,87.87800
03-11-2022,88.00500
02-11-2022,88.17200
01-11-2022,88.47700
31-10-2022,88.01100
28-10-2022,87.07100
27-10-2022,87.27300
25-10-2022,86.93400
21-10-2022,86.23000
20-10-2022,86.08000
19-10-2022,85.93300
18-10-2022,85.84900
17-10-2022,85.03600
14-10-2022,84.44500
13-10-2022,83.71300
12-10-2022,84.31600
11-10-2022,83.82200
10-10-2022,85.13300
07-10-2022,85.36600
06-10-2022,85.44100
04-10-2022,85.03600
03-10-2022,83.46400
30-09-2022,84.47400
29-09-2022,83.09100
28-09-2022,83.00500
27-09-2022,83.59400
26-09-2022,83.51000
23-09-2022,85.11100
22-09-2022,86.46800
21-09-2022,86.88300
20-09-2022,87.47600
19-09-2022,86.50600
16-09-2022,86.14600
15-09-2022,87.77800
14-09-2022,88.08300
13-09-2022,88.39700
12-09-2022,87.79200
09-09-2022,87.21600
08-09-2022,87.03600
07-09-2022,86.22000
06-09-2022,86.29400
05-09-2022,86.17500
02-09-2022,85.70600
01-09-2022,85.85700
30-08-2022,86.45000
29-08-2022,84.52400
26-08-2022,85.71700
25-08-2022,85.62100
24-08-2022,85.78900
23-08-2022,85.65600
22-08-2022,85.33500
19-08-2022,86.62700
18-08-2022,87.54300
17-08-2022,87.64200
16-08-2022,86.86600
12-08-2022,86.35900
11-08-2022,85.97200
10-08-2022,85.27900
08-08-2022,85.23000
05-08-2022,84.73000
04-08-2022,84.66000
03-08-2022,84.62200
02-08-2022,84.51300
01-08-2022,84.65500
29-07-2022,83.93400
28-07-2022,82.79800
27-07-2022,81.84500
26-07-2022,81.09200
25-07-2022,82.10800
22-07-2022,82.31200
21-07-2022,81.93800
20-07-2022,81.58000
19-07-2022,80.92600
18-07-2022,80.59700
15-07-2022,79.58000
14-07-2022,79.12100
13-07-2022,79.35000
12-07-2022,79.61800
11-07-2022,80.38000
08-07-2022,80.42500
07-07-2022,80.00400
06-07-2022,79.24100
05-07-2022,78.24900
04-07-2022,78.34700
01-07-2022,77.79100
30-06-2022,77.62400
29-06-2022,77.52900
28-06-2022,78.02700
27-06-2022,78.05300
24-06-2022,77.36100
23-06-2022,76.59900
22-06-2022,75.68700
21-06-2022,76.68900
20-06-2022,75.14800
17-06-2022,75.04600
16-06-2022,75.59500
15-06-2022,77.00000
14-06-2022,77.12900
13-06-2022,77.27100
10-06-2022,79.22600
09-06-2022,80.20100
08-06-2022,79.59400
07-06-2022,79.86000
06-06-2022,80.62100
03-06-2022,80.88100
02-06-2022,81.26000
01-06-2022,80.87700
31-05-2022,81.13600
30-05-2022,81.34700
27-05-2022,79.78900
26-05-2022,78.96600
25-05-2022,78.08700
24-05-2022,78.52500
23-05-2022,78.93300
20-05-2022,78.94500
19-05-2022,76.94100
18-05-2022,78.88700
17-05-2022,79.04400
16-05-2022,77.20400
13-05-2022,76.61700
12-05-2022,76.77200
11-05-2022,78.21400
10-05-2022,78.57400
09-05-2022,79.04500
06-05-2022,79.59000
05-05-2022,80.94500
04-05-2022,80.86400
02-05-2022,82.86800
29-04-2022,83.18200
28-04-2022,84.10800
27-04-2022,83.15200
26-04-2022,83.93400
25-04-2022,82.92100
22-04-2022,83.91200
21-04-2022,84.99200
20-04-2022,83.89200
19-04-2022,83.06200
18-04-2022,84.00300
13-04-2022,85.30900
12-04-2022,85.39000
11-04-2022,85.95500
08-04-2022,86.37300
07-04-2022,85.72700
06-04-2022,86.13700
05-04-2022,86.60600
04-04-2022,86.77200
01-04-2022,85.30900
31-03-2022,84.43700
30-03-2022,84.50100
29-03-2022,83.61700
28-03-2022,82.94300
25-03-2022,82.79500
24-03-2022,83.19100
23-03-2022,83.41100
22-03-2022,83.54800
21-03-2022,82.89200
17-03-2022,83.66600
16-03-2022,82.52800
15-03-2022,81.04800
14-03-2022,81.86300
11-03-2022,80.88200
10-03-2022,80.66200
09-03-2022,79.43100
08-03-2022,77.99200
07-03-2022,77.19900
04-03-2022,79.00800
03-03-2022,80.04500
02-03-2022,80.72800
28-02-2022,81.56000
25-02-2022,80.98300
24-02-2022,79.00400
23-02-2022,82.92200
22-02-2022,83.02100
21-02-2022,83.71600
18-02-2022,84.11800
17-02-2022,84.33000
16-02-2022,84.64000
15-02-2022,84.83500
14-02-2022,82.53300
11-02-2022,85.22600
10-02-2022,86.50000
09-02-2022,85.97700
08-02-2022,84.94500
07-02-2022,84.86700
04-02-2022,86.07900
03-02-2022,86.35200
02-02-2022,87.15000
01-02-2022,86.23500
31-01-2022,85.18000
28-01-2022,83.82900
27-01-2022,83.87600
25-01-2022,84.76300
24-01-2022,83.90700
21-01-2022,86.22000
20-01-2022,87.36100
19-01-2022,88.05900
18-01-2022,88.78100
17-01-2022,89.73300
14-01-2022,89.72900
13-01-2022,89.55300
12-01-2022,89.33200
11-01-2022,88.67800
10-01-2022,88.62200
07-01-2022,87.81800
06-01-2022,87.54100
05-01-2022,88.16200
04-01-2022,87.80400
03-01-2022,87.11100
31-12-2021,85.75900
30-12-2021,85.04700
29-12-2021,85.03000
28-12-2021,85.04400
27-12-2021,84.22700
24-12-2021,83.90300
23-12-2021,84.29700
22-12-2021,83.77600
21-12-2021,82.74600
20-12-2021,81.81700
17-12-2021,83.83000
16-12-2021,84.97200
15-12-2021,84.98900
14-12-2021,85.50200
13-12-2021,85.63200
10-12-2021,86.05800
09-12-2021,86.04500
08-12-2021,85.93500
07-12-2021,84.42900
06-12-2021,83.11300
03-12-2021,84.50700
02-12-2021,85.10500
01-12-2021,84.26900
30-11-2021,83.47500
29-11-2021,83.52300
26-11-2021,83.74800
25-11-2021,86.21200
24-11-2021,85.63500
23-11-2021,85.97800
22-11-2021,85.38200
18-11-2021,87.20200
17-11-2021,88.09000
16-11-2021,88.56900
15-11-2021,89.18200
12-11-2021,89.02500
11-11-2021,88.20500
10-11-2021,88.72300
09-11-2021,88.79300
08-11-2021,88.74300
03-11-2021,87.55300
02-11-2021,87.88500
01-11-2021,87.92500
29-10-2021,86.61200
28-10-2021,87.14700
27-10-2021,88.82300
26-10-2021,89.02300
25-10-2021,88.31500
22-10-2021,88.14800
21-10-2021,88.56300
20-10-2021,89.33200
19-10-2021,90.24300
18-10-2021,90.89500
14-10-2021,90.09000
13-10-2021,89.17000
12-10-2021,88.59900
11-10-2021,88.39000
08-10-2021,87.96300
07-10-2021,87.55500
06-10-2021,86.51400
05-10-2021,87.28900
04-10-2021,86.70700
01-10-2021,85.74500
30-09-2021,86.12800
29-09-2021,86.53900
28-09-2021,86.49700
27-09-2021,87.03800
