date,nav
28-02-2025,110.98440
27-02-2025,111.00830
25-02-2025,111.03710
24-02-2025,111.02100
21-02-2025,110.94560
20-02-2025,110.92770
18-02-2025,110.90440
17-02-2025,110.87710
14-02-2025,110.80770
13-02-2025,110.79320
12-02-2025,110.79820
11-02-2025,110.78530
10-02-2025,110.72960
07-02-2025,110.70880
06-02-2025,110.79900
05-02-2025,110.74730
04-02-2025,110.66120
03-02-2025,110.65770
31-01-2025,110.54740
30-01-2025,110.54630
29-01-2025,110.52270
28-01-2025,110.51750
27-01-2025,110.49460
24-01-2025,110.33560
23-01-2025,110.28540
22-01-2025,110.28150
21-01-2025,110.22690
20-01-2025,110.15760
17-01-2025,110.06970
16-01-2025,110.09300
15-01-2025,109.90410
14-01-2025,109.82650
13-01-2025,109.80740
10-01-2025,109.96630
09-01-2025,109.95100
08-01-2025,109.94250
07-01-2025,109.96300
06-01-2025,109.88760
03-01-2025,109.80180
02-01-2025,109.76740
01-01-2025,109.77180
31-12-2024,109.77560
30-12-2024,109.71180
27-12-2024,109.64350
26-12-2024,109.62700
24-12-2024,109.60630
23-12-2024,109.62350
20-12-2024,109.54290
19-12-2024,109.55000
18-12-2024,109.64280
17-12-2024,109.60470
16-12-2024,109.63680
13-12-2024,109.58800
12-12-2024,109.55390
11-12-2024,109.56100
10-12-2024,109.56420
09-12-2024,109.53190
06-12-2024,109.42800
05-12-2024,109.54980
04-12-2024,109.51410
03-12-2024,109.41050
02-12-2024,109.38550
29-11-2024,109.17810
28-11-2024,109.02920
27-11-2024,108.99400
26-11-2024,108.98350
25-11-2024,108.98220
22-11-2024,108.85820
21-11-2024,108.88940
19-11-2024,108.88840
18-11-2024,108.85790
14-11-2024,108.76080
13-11-2024,108.80340
12-11-2024,108.80670
11-11-2024,108.80300
08-11-2024,108.75050
07-11-2024,108.67530
06-11-2024,108.64380
05-11-2024,108.64190
04-11-2024,108.62130
31-10-2024,108.54000
30-10-2024,108.52860
29-10-2024,108.46390
28-10-2024,108.40150
25-10-2024,108.40410
24-10-2024,108.40560
23-10-2024,108.36940
22-10-2024,108.30390
21-10-2024,108.33880
18-10-2024,108.34200
17-10-2024,108.39050
16-10-2024,108.38490
15-10-2024,108.38340
14-10-2024,108.33610
11-10-2024,108.24400
10-10-2024,108.23610
09-10-2024,108.21840
08-10-2024,108.04950
07-10-2024,107.97680
04-10-2024,107.94460
03-10-2024,108.05140
01-10-2024,108.09780
30-09-2024,108.00100
27-09-2024,107.94390
26-09-2024,107.98250
25-09-2024,107.87500
24-09-2024,107.80270
23-09-2024,107.77060
20-09-2024,107.67690
19-09-2024,107.64700
17-09-2024,107.50690
16-09-2024,107.52380
13-09-2024,107.39960
12-09-2024,107.31390
11-09-2024,107.26730
10-09-2024,107.18470
09-09-2024,107.15880
06-09-2024,107.10640
05-09-2024,107.09300
04-09-2024,107.06280
03-09-2024,107.00100
02-09-2024,106.96260
30-08-2024,106.93040
29-08-2024,106.92350
28-08-2024,106.89860
27-08-2024,106.84430
26-08-2024,106.84360
23-08-2024,106.78940
22-08-2024,106.76120
21-08-2024,106.73110
20-08-2024,106.69310
19-08-2024,106.65310
16-08-2024,106.58130
14-08-2024,106.56030
13-08-2024,106.50350
12-08-2024,106.47720
09-08-2024,106.42690
08-08-2024,106.41270
07-08-2024,106.40750
06-08-2024,106.37290
05-08-2024,106.37740
02-08-2024,106.22060
01-08-2024,106.15680
31-07-2024,106.11510
30-07-2024,106.11570
29-07-2024,106.12910
26-07-2024,106.01720
25-07-2024,105.94170
24-07-2024,105.85060
23-07-2024,105.81640
22-07-2024,105.80490
19-07-2024,105.75570
18-07-2024,105.72750
16-07-2024,105.66530
15-07-2024,105.59450
12-07-2024,105.51020
11-07-2024,105.49770
10-07-2024,105.47830
09-07-2024,105.44040
08-07-2024,105.41720
05-07-2024,105.33110
04-07-2024,105.29870
03-07-2024,105.26710
02-07-2024,105.22490
01-07-2024,105.17940
30-06-2024,105.16770
28-06-2024,105.12640
27-06-2024,105.09750
26-06-2024,105.08430
25-06-2024,105.11110
24-06-2024,105.11210
21-06-2024,105.05190
20-06-2024,104.99470
19-06-2024,104.97450
18-06-2024,104.92130
14-06-2024,104.82720
13-06-2024,104.79410
12-06-2024,104.71920
11-06-2024,104.69620
10-06-2024,104.62700
07-06-2024,104.58440
06-06-2024,104.54850
05-06-2024,104.44610
04-06-2024,104.36060
03-06-2024,104.65860
31-05-2024,104.48560
30-05-2024,104.44780
29-05-2024,104.41130
28-05-2024,104.43360
27-05-2024,104.45460
24-05-2024,104.39700
22-05-2024,104.32730
21-05-2024,104.22490
17-05-2024,104.09320
16-05-2024,104.11510
15-05-2024,104.03370
14-05-2024,103.95490
13-05-2024,103.90870
10-05-2024,103.83610
09-05-2024,103.78150
08-05-2024,103.76320
07-05-2024,103.78550
06-05-2024,103.79440
03-05-2024,103.62690
02-05-2024,103.57230
30-04-2024,103.48140
29-04-2024,103.45570
26-04-2024,103.39590
25-04-2024,103.38060
24-04-2024,103.38520
23-04-2024,103.39320
22-04-2024,103.30990
19-04-2024,103.17970
18-04-2024,103.30740
16-04-2024,103.24470
15-04-2024,103.28230
12-04-2024,103.18760
10-04-2024,103.34380
08-04-2024,103.21640
05-04-2024,103.27090
04-04-2024,103.28420
03-04-2024,103.23920
02-04-2024,103.20240
31-03-2024,103.24530
28-03-2024,103.19160
27-03-2024,103.02030
26-03-2024,102.95510
22-03-2024,102.92550
21-03-2024,102.98330
20-03-2024,102.86460
19-03-2024,102.82700
18-03-2024,102.85300
15-03-2024,102.85900
14-03-2024,102.86310
13-03-2024,102.86430
12-03-2024,102.87100
11-03-2024,102.87950
07-03-2024,102.72210
06-03-2024,102.65280
05-03-2024,102.60620
04-03-2024,102.58290
01-03-2024,102.52410
29-02-2024,102.48870
28-02-2024,102.46400
27-02-2024,102.43730
26-02-2024,102.43300
23-02-2024,102.33690
22-02-2024,102.34900
21-02-2024,102.35340
20-02-2024,102.28990
16-02-2024,102.12360
15-02-2024,102.13240
14-02-2024,102.02700
13-02-2024,102.04870
12-02-2024,102.03900
09-02-2024,101.97560
08-02-2024,102.01320
07-02-2024,102.01330
06-02-2024,101.96160
05-02-2024,101.95590
02-02-2024,101.98870
01-02-2024,101.87700
31-01-2024,101.63340
30-01-2024,101.58590
29-01-2024,101.54490
25-01-2024,101.44490
24-01-2024,101.42340
23-01-2024,101.42530
19-01-2024,101.32780
18-01-2024,101.32320
17-01-2024,101.33470
16-01-2024,101.34280
15-01-2024,101.34220
12-01-2024,101.21430
11-01-2024,101.18470
10-01-2024,101.16560
09-01-2024,101.12460
08-01-2024,101.08490
05-01-2024,100.94370
04-01-2024,100.96040
03-01-2024,100.95990
02-01-2024,100.95930
01-01-2024,100.96590
29-12-2023,100.95910
28-12-2023,100.85600
27-12-2023,100.85080
26-12-2023,100.86070
22-12-2023,100.76750
21-12-2023,100.73650
20-12-2023,100.74800
19-12-2023,100.74140
18-12-2023,100.75130
15-12-2023,100.67090
14-12-2023,100.55690
13-12-2023,100.39960
12-12-2023,100.34950
11-12-2023,100.32830
08-12-2023,100.30910
07-12-2023,100.33410
06-12-2023,100.29760
05-12-2023,100.23680
04-12-2023,100.20930
01-12-2023,100.11040
30-11-2023,100.14080
29-11-2023,100.16390
28-11-2023,100.11250
24-11-2023,100.02750
23-11-2023,100.08160
22-11-2023,100.06660
21-11-2023,100.01890
20-11-2023,100.07570
17-11-2023,100.08770
16-11-2023,100.04340
15-11-2023,100.01720
13-11-2023,99.85490
10-11-2023,99.77980
09-11-2023,99.83370
08-11-2023,99.80480
07-11-2023,99.75090
06-11-2023,99.69140
03-11-2023,99.61320
02-11-2023,99.58260
01-11-2023,99.47760
31-10-2023,99.47180
30-10-2023,99.42870
27-10-2023,99.39730
26-10-2023,99.36120
25-10-2023,99.38100
23-10-2023,99.27000
20-10-2023,99.24770
19-10-2023,99.24080
18-10-2023,99.26700
17-10-2023,99.28700
16-10-2023,99.26090
13-10-2023,99.21780
12-10-2023,99.19710
11-10-2023,99.15550
10-10-2023,99.03080
09-10-2023,98.96870
06-10-2023,99.01900
05-10-2023,99.34810
04-10-2023,99.26570
03-10-2023,99.26150
29-09-2023,99.22980
27-09-2023,99.26850
26-09-2023,99.27700
25-09-2023,99.28270
22-09-2023,99.23270
21-09-2023,99.25010
20-09-2023,99.21430
18-09-2023,99.14360
15-09-2023,99.07910
14-09-2023,99.17840
13-09-2023,99.04790
12-09-2023,98.90100
11-09-2023,98.88790
08-09-2023,98.89780
07-09-2023,98.91750
06-09-2023,98.84030
05-09-2023,98.85320
04-09-2023,98.84290
01-09-2023,98.80880
31-08-2023,98.79200
30-08-2023,98.77810
29-08-2023,98.74510
28-08-2023,98.72250
25-08-2023,98.62430
24-08-2023,98.61940
23-08-2023,98.57360
22-08-2023,98.50340
21-08-2023,98.49250
18-08-2023,98.41940
17-08-2023,98.35730
14-08-2023,98.39950
11-08-2023,98.34910
10-08-2023,98.39700
09-08-2023,98.35830
08-08-2023,98.33020
07-08-2023,98.31670
04-08-2023,98.22970
03-08-2023,98.25340
02-08-2023,98.27350
01-08-2023,98.25710
31-07-2023,98.19190
28-07-2023,98.14090
27-07-2023,98.20260
26-07-2023,98.17650
25-07-2023,98.12770
24-07-2023,98.14470
21-07-2023,98.08290
20-07-2023,98.08740
19-07-2023,98.06500
18-07-2023,98.05020
17-07-2023,97.97290
14-07-2023,97.91420
13-07-2023,97.88510
12-07-2023,97.79700
11-07-2023,97.79210
10-07-2023,97.69680
07-07-2023,97.65900
06-07-2023,97.66120
05-07-2023,97.67890
04-07-2023,97.64430
03-07-2023,97.60060
30-06-2023,97.56350
28-06-2023,97.58160
27-06-2023,97.53810
26-06-2023,97.52070
23-06-2023,97.46030
22-06-2023,97.43110
21-06-2023,97.45510
20-06-2023,97.43880
19-06-2023,97.42240
16-06-2023,97.37140
15-06-2023,97.36900
14-06-2023,97.36820
13-06-2023,97.34870
12-06-2023,97.31740
09-06-2023,97.26220
08-06-2023,97.28430
07-06-2023,97.29620
06-06-2023,97.26210
05-06-2023,97.23800
02-06-2023,97.17520
01-06-2023,97.16000
31-05-2023,97.11030
30-05-2023,97.11990
29-05-2023,97.09960
26-05-2023,97.06620
25-05-2023,97.04660
24-05-2023,97.03800
23-05-2023,96.99190
22-05-2023,96.97730
19-05-2023,96.85230
18-05-2023,96.84500
17-05-2023,96.77880
16-05-2023,96.75840
15-05-2023,96.74210
12-05-2023,96.68860
11-05-2023,96.63080
10-05-2023,96.61910
09-05-2023,96.60640
08-05-2023,96.59290
04-05-2023,96.50480
03-05-2023,96.46140
02-05-2023,96.41640
28-04-2023,96.36290
27-04-2023,96.35180
26-04-2023,96.30330
25-04-2023,96.28740
24-04-2023,96.25700
21-04-2023,96.16170
20-04-2023,96.12980
19-04-2023,96.11750
18-04-2023,96.08840
17-04-2023,96.05390
13-04-2023,95.98770
12-04-2023,95.94820
11-04-2023,95.91130
10-04-2023,95.90300
06-04-2023,95.85750
05-04-2023,95.72780
03-04-2023,95.65110
31-03-2023,95.60530
29-03-2023,95.49550
28-03-2023,95.38760
27-03-2023,95.40660
24-03-2023,95.32900
23-03-2023,95.31200
21-03-2023,95.26660
20-03-2023,95.24730
17-03-2023,95.17250
16-03-2023,95.16650
15-03-2023,95.17600
14-03-2023,95.13970
13-03-2023,95.08640
10-03-2023,94.93230
09-03-2023,94.90220
08-03-2023,94.87600
06-03-2023,94.89720
03-03-2023,94.85030
02-03-2023,94.83070
01-03-2023,94.81270
28-02-2023,94.78380
27-02-2023,94.75750
24-02-2023,94.74230
23-02-2023,94.73260
22-02-2023,94.71400
21-02-2023,94.72280
20-02-2023,94.70010
17-02-2023,94.62840
16-02-2023,94.64390
15-02-2023,94.62100
14-02-2023,94.59000
13-02-2023,94.62120
10-02-2023,94.56810
09-02-2023,94.55630
08-02-2023,94.55410
07-02-2023,94.59520
06-02-2023,94.57020
03-02-2023,94.54040
02-02-2023,94.50940
01-02-2023,94.49580
31-01-2023,94.36900
30-01-2023,94.32120
27-01-2023,94.32270
25-01-2023,94.33140
24-01-2023,94.32830
23-01-2023,94.32520
20-01-2023,94.26820
19-01-2023,94.28710
18-01-2023,94.27910
17-01-2023,94.26360
16-01-2023,94.26480
13-01-2023,94.24220
12-01-2023,94.22370
11-01-2023,94.18400
10-01-2023,94.16190
09-01-2023,94.12850
06-01-2023,94.03940
05-01-2023,94.05920
04-01-2023,94.04760
03-01-2023,94.02650
02-01-2023,93.99570
30-12-2022,93.93460
29-12-2022,93.92390
28-12-2022,93.92110
27-12-2022,93.91600
26-12-2022,93.89330
23-12-2022,93.86540
22-12-2022,93.84440
21-12-2022,93.83890
20-12-2022,93.80740
19-12-2022,93.78480
16-12-2022,93.74830
15-12-2022,93.74680
14-12-2022,93.76820
13-12-2022,93.70660
12-12-2022,93.67630
09-12-2022,93.61560
08-12-2022,93.61620
07-12-2022,93.61190
06-12-2022,93.62830
05-12-2022,93.60500
02-12-2022,93.56660
01-12-2022,93.54350
30-11-2022,93.49530
29-11-2022,93.47780
28-11-2022,93.46510
25-11-2022,93.39250
24-11-2022,93.40190
23-11-2022,93.36270
22-11-2022,93.35490
21-11-2022,93.32530
18-11-2022,93.28710
17-11-2022,93.28700
16-11-2022,93.24400
15-11-2022,93.22500
14-11-2022,93.18110
11-11-2022,93.14910
10-11-2022,93.03030
09-11-2022,92.97590
07-11-2022,92.89860
04-11-2022,92.84930
03-11-2022,92.81140
02-11-2022,92.83420
01-11-2022,92.79760
31-10-2022,92.79340
28-10-2022,92.73810
27-10-2022,92.73830
25-10-2022,92.64700
21-10-2022,92.52920
20-10-2022,92.51110
19-10-2022,92.53090
18-10-2022,92.52140
17-10-2022,92.47920
14-10-2022,92.35040
13-10-2022,92.36330
12-10-2022,92.33100
11-10-2022,92.31330
10-10-2022,92.32760
07-10-2022,92.36520
06-10-2022,92.41760
04-10-2022,92.42630
03-10-2022,92.32570
30-09-2022,92.32370
29-09-2022,92.22800
28-09-2022,92.15290
27-09-2022,92.15570
26-09-2022,92.11640
23-09-2022,92.14420
22-09-2022,92.23940
21-09-2022,92.33180
20-09-2022,92.30520
19-09-2022,92.35630
16-09-2022,92.33980
15-09-2022,92.38520
14-09-2022,92.46450
13-09-2022,92.52220
12-09-2022,92.48680
09-09-2022,92.47430
08-09-2022,92.45610
07-09-2022,92.41890
06-09-2022,92.39800
05-09-2022,92.37140
02-09-2022,92.32290
01-09-2022,92.30310
30-08-2022,92.27050
29-08-2022,92.22080
26-08-2022,92.19300
25-08-2022,92.13090
24-08-2022,92.11310
23-08-2022,92.08130
22-08-2022,92.06960
19-08-2022,92.01330
18-08-2022,92.01430
17-08-2022,92.02620
12-08-2022,91.83410
11-08-2022,91.82250
10-08-2022,91.75040
08-08-2022,91.65220
05-08-2022,91.62700
04-08-2022,91.75660
03-08-2022,91.70510
02-08-2022,91.73970
01-08-2022,91.65920
29-07-2022,91.57570
28-07-2022,91.51780
27-07-2022,91.47160
26-07-2022,91.45110
25-07-2022,91.44320
22-07-2022,91.38040
21-07-2022,91.33530
20-07-2022,91.32550
19-07-2022,91.28570
18-07-2022,91.28350
15-07-2022,91.24420
14-07-2022,91.25470
13-07-2022,91.26260
12-07-2022,91.17390
11-07-2022,91.13260
08-07-2022,91.13710
07-07-2022,91.16000
06-07-2022,91.15600
05-07-2022,90.99790
04-07-2022,90.94410
01-07-2022,90.82740
30-06-2022,90.78280
29-06-2022,90.68450
28-06-2022,90.66380
27-06-2022,90.67770
24-06-2022,90.63260
23-06-2022,90.61820
22-06-2022,90.58650
21-06-2022,90.52960
20-06-2022,90.52610
17-06-2022,90.40970
16-06-2022,90.42110
15-06-2022,90.39330
14-06-2022,90.40960
13-06-2022,90.44370
10-06-2022,90.52570
09-06-2022,90.49900
08-06-2022,90.45150
07-06-2022,90.31910
06-06-2022,90.41840
03-06-2022,90.45280
02-06-2022,90.46100
01-06-2022,90.51300
31-05-2022,90.52970
30-05-2022,90.54890
27-05-2022,90.55690
26-05-2022,90.57030
25-05-2022,90.53360
24-05-2022,90.48590
23-05-2022,90.44730
20-05-2022,90.37320
19-05-2022,90.39350
18-05-2022,90.35180
17-05-2022,90.32620
13-05-2022,90.28120
12-05-2022,90.34800
11-05-2022,90.35250
10-05-2022,90.27300
09-05-2022,90.16980
06-05-2022,90.14340
05-05-2022,90.30210
04-05-2022,90.46460
02-05-2022,91.12420
29-04-2022,91.08290
28-04-2022,91.09530
27-04-2022,91.10370
26-04-2022,91.07660
25-04-2022,91.06040
22-04-2022,90.97560
21-04-2022,90.97080
20-04-2022,90.96320
19-04-2022,90.93740
18-04-2022,90.86960
13-04-2022,90.76290
12-04-2022,90.90230
11-04-2022,90.91530
08-04-2022,91.00310
07-04-2022,91.28000
06-04-2022,91.24760
05-04-2022,91.26540
04-04-2022,91.15670
31-03-2022,91.20550
30-03-2022,91.13610
29-03-2022,91.11140
28-03-2022,91.10430
25-03-2022,91.05400
24-03-2022,90.95650
23-03-2022,90.83290
22-03-2022,90.81750
21-03-2022,90.82690
17-03-2022,90.77670
16-03-2022,90.71830
15-03-2022,90.67700
14-03-2022,90.60480
11-03-2022,90.56000
10-03-2022,90.58370
09-03-2022,90.51420
08-03-2022,90.50620
07-03-2022,90.50620
04-03-2022,90.58720
03-03-2022,90.55970
02-03-2022,90.59730
28-02-2022,90.67930
25-02-2022,90.64220
24-02-2022,90.62700
23-02-2022,90.65810
22-02-2022,90.62590
21-02-2022,90.65200
18-02-2022,90.63680
17-02-2022,90.60830
16-02-2022,90.61900
15-02-2022,90.60200
14-02-2022,90.61110
11-02-2022,90.52790
10-02-2022,90.46580
09-02-2022,90.25660
08-02-2022,90.21020
04-02-2022,90.07010
03-02-2022,90.06440
02-02-2022,90.05740
01-02-2022,90.12490
31-01-2022,90.31820
28-01-2022,90.20420
27-01-2022,90.19860
25-01-2022,90.25480
24-01-2022,90.22970
21-01-2022,90.21630
20-01-2022,90.19190
19-01-2022,90.15340
18-01-2022,90.13830
17-01-2022,90.12620
14-01-2022,90.16530
13-01-2022,90.14160
12-01-2022,90.10230
11-01-2022,90.07770
10-01-2022,90.04560
07-01-2022,90.06770
06-01-2022,90.07220
05-01-2022,90.08800
04-01-2022,90.08000
03-01-2022,90.14140
31-12-2021,90.10890
30-12-2021,90.06720
29-12-2021,90.04300
28-12-2021,90.02570
27-12-2021,90.04070
24-12-2021,89.99710
23-12-2021,90.00760
22-12-2021,90.00110
21-12-2021,90.02680
20-12-2021,90.11150
17-12-2021,90.15450
16-12-2021,90.17820
15-12-2021,90.16710
14-12-2021,90.16350
13-12-2021,90.13110
10-12-2021,90.10790
09-12-2021,90.12170
08-12-2021,90.10410
07-12-2021,90.05770
06-12-2021,90.06350
03-12-2021,90.02360
02-12-2021,90.01990
01-12-2021,89.98980
30-11-2021,89.99180
29-11-2021,89.96550
26-11-2021,89.93880
25-11-2021,89.90620
24-11-2021,89.90020
23-11-2021,89.90690
22-11-2021,89.90270
18-11-2021,89.84940
17-11-2021,89.81400
16-11-2021,89.79830
15-11-2021,89.78550
12-11-2021,89.75510
11-11-2021,89.74410
10-11-2021,89.75590
09-11-2021,89.75380
08-11-2021,89.71420
03-11-2021,89.57730
02-11-2021,89.56810
01-11-2021,89.57020
29-10-2021,89.55720
28-10-2021,89.59390
27-10-2021,89.61150
26-10-2021,89.61010
25-10-2021,89.63530
22-10-2021,89.60150
21-10-2021,89.59260
20-10-2021,89.54060
18-10-2021,89.56630
14-10-2021,89.57110
13-10-2021,89.55210
12-10-2021,89.51380
11-10-2021,89.48710
08-10-2021,89.47190
07-10-2021,89.47930
06-10-2021,89.46090
05-10-2021,89.48330
04-10-2021,89.53170
01-10-2021,89.50240
30-09-2021,89.49720
29-09-2021,89.50670
28-09-2021,89.53820
27-09-2021,89.51990
24-09-2021,89.52260
23-09-2021,89.56380
22-09-2021,89.55380
21-09-2021,89.55910
20-09-2021,89.55340
17-09-2021,89.49180
16-09-2021,89.48420
15-09-2021,89.46930
14-09-2021,89.44760
13-09-2021,89.44210
09-09-2021,89.41040
08-09-2021,89.40260
07-09-2021,89.40310
06-09-2021,89.41240
03-09-2021,89.37550
02-09-2021,89.36010
01-09-2021,89.32120
31-08-2021,89.25730
30-08-2021,89.22370
